,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
126,,,,,,,,,,,,,,,76.4107666015625,76.4305191040039,76.8260498046875,77.2916793823242,77.7786483764648,78.21791076660159,78.6306076049805,79.04644775390629,79.4624404907227,79.8940734863281,80.3025436401367,80.6979064941406,81.07952880859379,81.4041519165039,81.8781204223633,82.3336410522461,82.713249206543,83.3627395629883,84.0755310058594,84.7988967895508,85.44261169433591,86.1308975219727,86.50424194335942,86.825927734375,87.3459625244141,87.6872406005859,87.96173095703129,88.06271362304692,88.1889495849609,89.0698776245117,89.0397720336914,89.5785903930664,89.4805908203125,90.1363677978516,90.4314193725586,90.7612991333008,90.77360999999999,91.43807,91.68341,91.76209,92.2644,92.45387,92.97116,93.12496,93.31166,94.02463579086941,94.38208184175767,94.73952789264581,95.09697394353407,95.45441999442221,95.81186604531035,96.16931209619861
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2513313293457,,,,,69.58312,68.73439,,,,72.70226,,,,,,58.28794,,,,84.66104,,,,69.53089374802722,69.5514859782968,69.57207820856635,69.59267043883592,69.6132626691055,69.63385489937505,69.65444712964464
132,,,,,,,,,,,,,,,78.57080078125,78.5892791748047,78.94712829589841,79.36488342285159,79.8111190795898,80.2152099609375,80.5913467407227,80.9788589477539,81.3573379516602,81.75575256347659,82.1315689086914,82.4955673217773,82.8473205566406,83.13587951660159,83.6264877319336,84.07037353515629,84.4156723022461,84.9867324829102,85.5998306274414,86.2331314086914,86.7970504760742,87.39913940429692,87.72866821289058,88.0181198120117,88.4938812255859,88.78929901123051,89.0321502685547,89.12725830078129,89.24292755126949,90.0110015869141,89.9926071166992,90.4701919555664,90.4741363525391,91.04754638671879,91.31507110595699,91.6928176879883,91.66744,92.23425,92.4574,92.50325,92.94435,93.12883000000001,93.59100000000001,93.70474,93.86706,94.558408044658,94.88218016895758,95.20595229325716,95.52972441755662,95.8534965418562,96.17726866615567,96.50104079045525
133,,,,,,,,,,,,,,,,,,,,,,41.231838226318395,41.536060333252,41.8617401123047,42.24937057495121,42.6426010131836,42.982791900634794,43.4227104187012,44.2936782836914,44.892208099365206,45.4398803710938,45.576789855957,46.0906295776367,46.512378692627,47.38945007324221,48.102180480957,48.636268615722706,49.3986282348633,50.961509704589794,51.844970703125,52.31230163574221,52.9751091003418,53.6360206604004,54.49568176269529,55.992618560790994,55.75614929199221,55.108699798584006,54.547210693359396,56.2747383117676,57.180980682373,57.47995,57.66528,58.57303,59.38629,60.155969999999996,61.41421,63.42245,64.2174,64.81693,59.56861135354859,59.900991315900114,60.23337127825164,60.56575124060305,60.89813120295457,61.2305111653061,61.56289112765762
134,,,,,,,,,,,,,,,,,,,,,,,,,,45.2568893432617,45.651180267334006,46.1984710693359,46.775699615478494,47.330841064453104,47.937839508056605,48.2425308227539,48.6214790344238,48.9701805114746,49.558349609375,49.9178314208984,50.3739013671875,51.158870697021506,51.7665405273438,52.349681854248,52.72489929199221,53.4491386413574,53.9297485351563,54.4975090026855,56.2558708190918,55.5100593566895,55.3279685974121,56.41361999511721,55.717159271240206,56.8265800476074,56.9209,58.78024,60.13292,60.17592,60.90361,61.27429,61.93147,62.75316,63.183969999999995,58.59776918483493,58.800593733870926,59.00341828290692,59.20624283194297,59.40906738097897,59.61189193001502,59.814716479051015
136,,,,,,,,,,,,,,,,,,,,,,86.77792358398442,,,,,,,,,,,,,,,,,,,,90.68275,,,,,90.80883,,90.55795,,91.18136,,,,,,92.3869,91.89575,,90.97256932271063,90.98754861839508,91.00252791407955,91.017507209764,91.03248650544847,91.04746580113294,91.0624450968174
137,,,,,,,,,,,,,,,,49.43428039550779,49.6126708984375,50.155521392822294,50.713321685790994,51.298309326171896,51.21968078613279,51.9846611022949,52.8862915039063,53.381519317627,53.9460296630859,54.5104904174805,55.0539703369141,55.9626312255859,56.593868255615206,57.2737503051758,57.888210296630895,58.3732414245605,59.304271697998,60.0318489074707,60.7361717224121,61.3985595703125,62.121608734130895,62.7498893737793,65.8987579345703,66.527587890625,66.6943206787109,67.1792678833008,68.0091018676758,68.85848999023439,69.55857086181639,69.39663696289061,69.21127319335939,69.8359298706055,70.91819763183591,71.5340194702148,72.75541,72.84508000000001,73.54289,74.13088,74.84184,75.59040999999999,76.25343000000001,76.85608,77.24338,76.63953956154978,77.20566398212964,77.77178840270972,78.3379128232898,78.90403724386988,79.47016166444973,80.03628608502981
138,,,,,,,,,,,,,,,,58.221981048584006,58.3746185302734,58.7123489379883,59.4429512023926,60.1708793640137,60.6535110473633,61.452598571777294,62.221321105957,63.0339012145996,63.8278007507324,64.548942565918,65.222297668457,66.0426406860352,68.1800079345703,68.8150787353516,69.1916580200195,69.88775634765629,70.5085525512695,71.037956237793,71.5531005859375,72.04827880859379,72.58843994140629,75.1503677368164,76.6610107421875,77.0752334594727,77.3467178344727,77.6604537963867,78.1218795776367,78.7784118652344,79.4039611816406,79.3897476196289,79.3279113769531,80.0804901123047,80.5375900268555,80.9419708251953,81.44955999999999,81.72388000000001,82.14667,82.36124000000001,82.78633,83.1604,83.52819000000001,83.81031,84.02266,85.64131860662542,86.178265965224,86.71521332382258,87.25216068242116,87.78910804101952,88.3260553996181,88.86300275821668
140,,,,,,,,,,,,,,,,,69.01711273193361,69.12107086181639,70.0441436767578,70.9926223754883,71.8974380493164,72.8127136230469,73.5155334472656,74.6030578613281,75.47052001953129,76.3085098266602,77.0859832763672,77.857421875,81.527946472168,82.11582946777341,82.0220031738281,83.11192321777341,83.557487487793,83.9933624267578,84.4025497436523,84.8274917602539,85.271110534668,90.13375854492192,90.4805221557617,90.78952026367192,91.18588256835942,91.4029693603516,91.7235870361328,92.1198883056641,92.5482635498047,92.87303924560551,93.09925079345699,94.08960723876949,94.3130111694336,94.5937118530273,94.61558000000001,95.13004000000001,95.30169000000001,95.36598000000001,95.53109,95.67817,95.86126999999999,96.00959,96.1515,98.7273957259439,99.2668572203446,99.80631871474532,100.3457802091458,100.88524170354651,101.424703197947,101.96416469234771
144,,,,,,,,,,,,,,,,,,,,,,90.37818145751949,,,,,,,,,,,,,,,,,,,,91.29536999999999,,,,,93.49975,,,,,95.64004,,,,,96.53849,,,93.83033634127605,93.84533509334989,93.86033384542372,93.87533259749756,93.89033134957141,93.90533010164525,93.92032885371908
146,,,,,,,,,,,,,,,,,,,,,,,30.257799148559602,,,,,,,,,,,,41.594108581543004,,,,,,,,,,52.306259999999995,,,,55.14791999999999,56.08367,,67.08416,69.42539000000001,,,,,,73.75001,58.87726394277166,59.009393077209495,59.141522211647384,59.27365134608527,59.405780480523106,59.537909614960995,59.670038749398884
150,,,,,,,,,,,,,,,,,,82.2999572753906,,,,,,,,92.2300491333008,,,,,96.0182571411133,,,,,96.3264999389648,,,,,,,,,,,98.3979,,,,,,,,98.61012,,97.73495,,,95.69159070372125,95.74053952180029,95.78948833987933,95.83843715795837,95.88738597603741,95.93633479411645,95.9852836121955
151,,,,,,,,,,,,,,,43.7248687744141,44.2120208740234,44.701541900634794,45.3043403625488,45.9738082885742,46.6769905090332,47.4319381713867,48.1564407348633,48.9421997070313,49.683620452880895,50.6231498718262,51.5850486755371,52.641429901123,53.401741027832,54.5057601928711,55.534351348877,57.9372787475586,59.1917114257813,60.194240570068395,61.06282043457029,62.0345687866211,63.544559478759794,64.8845901489258,65.8217697143555,67.02426910400389,68.092399597168,69.1052169799805,70.2346115112305,70.6836318969727,73.9425735473633,74.8572082519531,75.3109588623047,74.5766372680664,75.0918273925781,75.7537002563477,75.67649841308591,76.49271999999999,77.26692,77.88424,78.21723,78.74318000000001,79.4081,77.93316,78.83495,78.96279,82.9607458574817,83.77682914489424,84.59291243230655,85.40899571971909,86.22507900713163,87.04116229454416,87.8572455819567
152,,,,,,,,,,,,,,,,,,,,,82.98924255371091,,,,,,,,,,87.55615234375,,,,,,,,,,90.53562,,90.27465,,90.95374,91.63027,91.73451999999999,92.79517,92.9256,93.44188,93.06894,93.51998,94.2284,93.96285,94.55588,94.47228,94.85961999999999,94.97278,95.37991,93.71518551458838,93.773806216079,93.8324269175696,93.89104761906022,93.94966832055083,94.00828902204145,94.06690972353206
154,,,,,,,,,,,,,,,,59.4264602661133,59.580348968505895,59.925960540771506,60.692291259765604,61.4564399719238,61.950870513915994,62.7877197265625,63.5904693603516,64.43723297119139,65.2565078735352,65.99691772460939,66.6912307739258,67.5320587158203,69.78652954101561,70.42759704589841,70.78688049316409,71.5257568359375,72.1789779663086,72.7372207641602,73.26312255859379,73.7866897583008,74.3413162231445,77.05613708496091,78.65403747558591,79.0700607299805,79.34767150878909,79.6439208984375,80.1190490722656,80.7987365722656,81.3476181030273,81.4165496826172,81.3876876831055,82.1375198364258,82.7245635986328,83.0966110229492,83.67154000000001,83.82949,84.19360999999999,84.45217,84.87823,85.28447,85.65751999999999,85.92126999999999,86.14846999999999,87.89771264483124,88.45500793199972,89.01230321916842,89.56959850633689,90.12689379350559,90.68418908067406,91.24148436784276
156,,,,,,,,,,,,,,,,,9.43381023406982,,,,,,,,,,,,,,,,,,,,,,19.044969558715803,,,,,24.0,,,26.17655,,,,31.09975,33.56094,,,,33.06889,,,35.47377,28.700948955291352,28.793391204507714,28.885833453724103,28.978275702940493,29.070717952156855,29.163160201373245,29.255602450589635
157,,,,,,,,,,,,,,,,,,,,,,,,,,86.92984008789058,,,,,,,,,,87.8686981201172,,,,,,,,,,92.36309,,,,,,93.30736,,,,,,,94.50319,91.47188422374396,91.49177791466656,91.51167160558916,91.53156529651176,91.55145898743436,91.57135267835694,91.59124636927955
159,,,,,,,,,,,,,39.386100769043004,39.862678527831996,40.350860595703104,40.887138366699205,41.410758972168004,42.0640411376953,42.7967491149902,43.550388336181605,44.384979248046896,45.18608093261721,45.9610710144043,46.780029296875,47.7976684570313,48.864681243896506,50.0355110168457,50.8702507019043,51.9888687133789,53.029380798339794,55.633571624755895,56.9441108703613,58.0135688781738,58.93798828125,59.9562187194824,61.580051422119105,62.9868316650391,63.9374885559082,65.1283798217773,66.2284088134766,67.2686614990234,68.4213180541992,68.736572265625,72.3930206298828,73.29144287109379,73.70323181152341,72.6973190307617,73.1154022216797,73.69349670410159,73.4495620727539,74.27413,74.50895,75.141,75.40791999999999,75.96811,76.62246,74.84724,75.85256,75.9596,82.58174839763569,83.52273804447282,84.46372769130994,85.40471733814707,86.34570698498419,87.28669663182109,88.22768627865821
160,,,,,,,,,,,,,,,,,,,,,,89.6352996826172,,,,,,,,,,93.46273803710942,,,,,,,,,,,,97.77346,,,,,,,,98.44221,,,,,,,98.84718000000001,96.26678406620391,96.29322600463135,96.31966794305879,96.34610988148623,96.37255181991367,96.3989937583411,96.42543569676855
163,,,,,,,,,,,,,,,,,,,,,26.997709274292003,,,,,,,,,,,,,,,,,38.707878112793004,,,,,,48.158840000000005,,,,,,50.58381,,,,,,56.038999999999994,,60.65543,,49.16436645131307,49.26050208548526,49.356637719657414,49.4527733538296,49.548908988001784,49.64504462217394,49.74118025634613
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8686599731445,,,,,,,,,,84.30309,,,,,,,,,,,89.24984,91.76601,91.49003,92.47476,92.7076,93.15784000000001,,91.32539,90.480172352286,90.51710907079261,90.55404578929924,90.59098250780585,90.62791922631247,90.6648559448191,90.7017926633257
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.536651611328104,,,,,,,,,,,64.13424682617189,,,,,,,,,,,,61.30972,,,,65.14537,62.14354,,,,60.95311043930496,60.982243970630165,61.01137750195537,61.04051103328058,61.06964456460579,61.098778095930996,61.1279116272562
167,,,,,,,,,,,,,,,,,,,,,69.51632690429689,,,,,,,,,,,82.9153671264648,,,,,,,,,88.68776,,,,,,,,,,93.11789,,,,,,93.7347,,,87.12397166700617,87.1877034528751,87.251435238744,87.31516702461292,87.37889881048181,87.44263059635074,87.50636238221963
176,,,,,,,,,,,,,,,,,,,,,,20.5736694335938,,,,,,,,,,32.9755897521973,,,,,,,,,,48.60897,,,,,,,,,,59.62725,,,,,,,67.90843000000001,49.122786099834286,49.255452944112506,49.38811978839067,49.52078663266883,49.65345347694699,49.786120321225155,49.91878716550332
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.36331,,,,,86.62114,,86.939,,,,91.9812,93.03860999999999,94.89999,95.57600000000001,95.65153000000001,91.28069981036074,91.30244365662578,91.32418750289082,91.34593134915585,91.36767519542087,91.38941904168591,91.41116288795095
181,,,,,,,,,,,,,,,,,,,,,,,,70.6849365234375,71.0014877319336,71.3163833618164,71.70123291015629,72.25782775878909,72.9319229125977,73.5923309326172,74.0809020996094,74.5175704956055,74.9815673828125,75.5652770996094,75.76490783691409,76.1732406616211,76.7970428466797,77.3566513061523,78.1640167236328,78.7090225219727,78.78282165527341,79.4836730957031,80.3176803588867,81.020637512207,81.4418029785156,81.9777526855469,81.5406112670898,80.7459411621094,81.7852020263672,81.2304763793945,81.66278,82.18117,82.41896,82.64475999999999,83.08374,84.41474000000001,83.93278000000001,84.17819,84.52881,82.77498954950062,82.95662238926332,83.13825522902602,83.31988806878871,83.50152090855141,83.68315374831411,83.86478658807681
182,,,,,,,,,,,,,,,,,,,,,,25.7251892089844,,,,,,,,,,,,,,,,,42.699310302734396,,,,,,,49.87364,54.15121,,55.52636999999999,54.89264,55.37519,54.73802,56.764340000000004,55.59499,56.97715,,,59.13205,,54.42643786112188,54.53639325980848,54.6463486584951,54.756304057181694,54.86625945586832,54.97621485455494,55.086170253241534
183,,,,,,,,,,,,,,,,,,,,,88.0717391967773,,,,,,,,,,88.7798614501953,,,,,,,,,,91.89962,,,,,,,,,,94.09411999999999,,,,,,,,95.41181,92.18544467653962,92.20769528267067,92.22994588880172,92.25219649493276,92.2744471010638,92.29669770719485,92.3189483133259
184,,,,,,,,,,,,,,,,,,,,,,81.91845703125,,,,,,,,,,,,87.15062713623051,,,,,,,,,,,87.66985,87.90867,88.69934,89.59081,,,,,93.84173,,93.70795,94.16234,94.17367,94.14961,94.40827,91.90846220452715,91.96235186524537,92.01624152596358,92.0701311866818,92.12402084740002,92.17791050811823,92.23180016883644
185,,,,,,,,,,,,,,,,,,,,,83.3172302246094,,,,,,,,,,93.5738983154297,,,,93.9159698486328,,,,,,92.60006,,,92.59069000000001,,,,,95.4201,,,,,96.398,,98.18255,,,,94.14264192772175,94.17984316226917,94.21704439681658,94.25424563136397,94.29144686591138,94.32864810045879,94.36584933500619
189,,,,,,,,,,,,,,,,,,,,,,,,,,,49.217681884765604,49.894569396972706,50.396358489990206,51.0959396362305,51.6820411682129,52.186370849609396,52.510669708252,53.0689010620117,53.6481704711914,54.013221740722706,54.709789276123,55.676971435546896,56.3675117492676,57.2826614379883,55.596309661865206,56.625648498535206,57.2158813476563,57.630100250244105,58.91059875488279,58.3871917724609,56.8052787780762,56.194339752197294,55.5237312316895,55.2648582458496,55.59765,57.390859999999996,58.80656,58.84711,59.71051,60.307019999999994,61.039609999999996,61.922959999999996,62.643609999999995,58.66422039260391,58.77753931477005,58.8908582369362,59.00417715910234,59.117496081268484,59.23081500343463,59.34413392560077
193,,,,,,,,,,,,,,,,,,,,,,,78.458610534668,,,,,,,,,,90.27182006835942,,,,,,,,,,,,,,,94.55821999999999,93.29208,93.75424,93.87092,,94.19747,95.05904,95.03481,95.55484,94.65024,,94.0208,94.09025244542464,94.14705778827904,94.20386313113345,94.26066847398785,94.31747381684225,94.37427915969666,94.43108450255106
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0628890991211,,,,,,,92.27996999999999,,93.45000999999999,93.88214,92.53616,94.59917,94.93200999999999,95.26724,95.90621999999999,96.2849,96.42839000000001,96.69073,96.93023000000001,,97.21861,95.00825460605458,95.03101322327375,95.05377184049293,95.0765304577121,95.09928907493128,95.12204769215046,95.14480630936963
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.05579376220699,88.1204986572266,88.32592010498051,88.5309066772461,88.7276382446289,88.9036712646484,89.0932388305664,,,,,,,,,,,,,,,90.97831,91.01657,,89.2942852242129,89.30306309215925,89.3118409601056,89.32061882805195,89.3293966959983,89.33817456394465,89.34695243189101
198,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6350402832031,,,,,,,,,,,83.2621612548828,,,,,,,88.96239,,,93.08274,93.98973000000001,94.72429,,,,90.63299,91.32722,,93.1453,93.46396999999999,,91.10419363951652,91.15759407642102,91.21099451332552,91.26439495023001,91.31779538713451,91.37119582403902,91.42459626094352
201,,,,,,,,,,,,,,,,,,,38.2434310913086,,,,,,,,,,,,,57.853488922119105,,,,,,,,,64.8886,,,,,,,,,,65.85226999999999,,68.33103,,70.80413,,,,73.21559,65.46799675209778,65.58161245002194,65.69522814794607,65.80884384587023,65.92245954379436,66.03607524171852,66.14969093964265
202,,,,,,,,,,,,,,,,36.161651611328104,36.167289733886705,36.8220710754395,37.470760345459,38.105171203613295,38.72108840942379,38.7203407287598,39.9509315490723,40.6029281616211,41.255279541015604,41.9099884033203,42.5620918273926,43.217708587646506,43.9673881530762,44.7316284179688,45.47370910644529,45.856441497802706,47.1476898193359,48.123470306396506,48.8950881958008,49.6832695007324,50.48078918457029,51.2822608947754,56.1621704101563,56.9161605834961,57.6893501281738,58.1300392150879,59.2120704650879,60.101001739502,60.8724594116211,60.642940521240206,60.8130989074707,61.9781684875488,63.6383285522461,64.3376617431641,66.01901,66.51724,67.2685,68.01312,68.73481,69.65735,70.99924,71.69524,72.25239,70.72047391305318,71.46170636168449,72.2029388103158,72.94417125894711,73.68540370757842,74.42663615620972,75.16786860484103
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.821647644043,,,,,,,,79.35094000000001,,,,82.85774,,,,,,,,,94.42634,,,,95.32863,,85.70739263083996,85.75532317675794,85.80325372267592,85.85118426859388,85.89911481451186,85.94704536042984,85.9949759063478
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.868850708007802,,,,,,,,,,,,,,39.27525,,,,41.89115,,,49.69513,,52.05196,,42.8175,,,,51.900420000000004,,44.791152456618654,44.84494892381105,44.89874539100345,44.95254185819585,45.00633832538825,45.06013479258065,45.11393125977305
206,,,,,,,,,,,,,,,,,,,,,82.9060516357422,,,,,,,,,,89.0960006713867,,,,,,,,,,92.5494,,,,,,,,,,95.85733,96.18608,96.36979000000001,96.54808,96.71666,96.82549,97.04959000000001,97.20225,97.34486,96.1243552197132,96.18977424863483,96.25519327755647,96.32061230647811,96.38603133539972,96.45145036432136,96.516869393243
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1431579589844,,,,,,,,,,,,,,83.55946,82.02863,83.9513,84.10289,84.49271999999999,85.49399,,86.76758000000001,,87.96985,88.14177,88.48271,,85.22650100237885,85.25815802157274,85.28981504076661,85.32147205996048,85.35312907915437,85.38478609834823,85.41644311754212
213,,,,,,,,,,,,,,,,,,,,,,,,,,49.958091735839794,50.2582511901855,50.859348297119105,51.317108154296896,51.887088775634794,52.5211906433105,52.9098587036133,53.3701095581055,53.9469718933105,54.684230804443395,54.972740173339794,55.65361022949221,56.526729583740206,57.187351226806605,58.0184097290039,56.6551513671875,57.656368255615206,58.164909362793,58.623748779296896,60.506908416748,59.5177803039551,58.3535385131836,58.4935111999512,58.0778007507324,59.246150970459006,59.55902,61.18954,62.490269999999995,62.81126,63.482690000000005,64.08313000000001,64.78475999999999,65.0482,65.57343,61.60386951961982,61.77071057972876,61.93755163983775,62.104392699946686,62.27123376005562,62.438074820164616,62.60491588027355
215,,,,,,,,,,,,,,,,,,,,,,,,,,49.9635009765625,50.2637214660645,50.86479187011721,51.3226203918457,51.8926200866699,52.526729583740206,52.9154396057129,53.375659942627,53.952518463134794,54.689659118652294,54.9782791137695,55.659049987793,56.532039642334006,57.192569732665994,58.023509979248,56.6605415344238,57.6617088317871,58.17021179199221,58.6291084289551,60.5120315551758,59.523078918457,58.358978271484396,58.4988784790039,58.0831184387207,59.2512397766113,59.56398000000001,61.194219999999994,62.49471,62.81559,63.486869999999996,64.08716,64.78863,65.05196,65.57706,61.60850468114825,61.775327442387834,61.942150203627364,62.10897296486695,62.27579572610654,62.442618487346124,62.60944124858571
216,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2594985961914,76.6623992919922,77.1448211669922,77.6177215576172,77.9876480102539,78.2737579345703,78.5891418457031,78.99208068847659,79.1314392089844,79.4681167602539,79.9517135620117,80.39781188964841,81.0156784057617,81.31536865234379,81.55918884277341,82.1140365600586,82.7587509155273,83.307861328125,83.6569290161133,84.09007263183591,83.79750061035159,83.32940673828129,84.10504150390629,83.7216873168945,84.064,84.4677,84.63077,84.79789,85.14295,86.13148000000001,85.77091,85.94953000000001,86.20175,84.4742336620657,84.58186631082012,84.68949895957454,84.79713160832895,84.90476425708337,85.01239690583779,85.12002955459224
217,,,,,,,,,,,,,,,,,,,,,,57.3242607116699,,,,,,,,,,73.24241638183591,,,,,,,,,,84.90850999999999,,,,,,,69.53639,,,,90.1431,,,,,,92.81664,80.18021369052506,80.27125511448095,80.36229653843681,80.45333796239267,80.54437938634852,80.63542081030441,80.72646223426027
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.59806,,,,94.62094,,94.67575,,92.86865999999999,,,,,,94.38327,93.30569465309901,93.30887626364479,93.31205787419059,93.31523948473638,93.31842109528216,93.32160270582796,93.32478431637375
222,,,,,,,,,,,,,,,,,55.3250389099121,,,,,,,,,,67.2393798828125,,,,,,,,,,,,,,81.6607,,,,,,,,,,83.09829,,,,,,,,88.41938,77.65974665416431,77.76437952481513,77.86901239546594,77.97364526611673,78.07827813676755,78.18291100741837,78.28754387806916
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2292175292969,,,,,,,87.81114959716801,,,,,,,,91.83646,,,,,,,,93.95423000000001,,,,,,,,95.86771,91.37485977179969,91.40132253623747,91.42778530067525,91.45424806511303,91.4807108295508,91.50717359398858,91.53363635842636
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.894650459289599,,,,,,,25.65421,,,,28.381429999999998,,,,,,,,,,,26.00299,22.31155,,,23.06558523953494,23.082944370688146,23.100303501841353,23.117662632994566,23.135021764147773,23.15238089530098,23.169740026454193
228,,,,,,,,,,,,,,,,,63.3780517578125,63.5488204956055,64.680290222168,65.8525314331055,66.3752288818359,68.0922393798828,68.96225738525389,70.2824020385742,71.3424835205078,72.3560104370117,73.2959823608398,74.55003356933591,78.9482803344727,79.6494522094727,79.5226211547852,80.828498840332,81.3495635986328,81.825927734375,82.3776779174805,82.9216766357422,83.4669876098633,89.1804428100586,89.55673217773442,89.8966827392578,90.4360580444336,90.6772994995117,91.06439208984379,91.4451522827148,91.99475860595699,92.36785888671879,92.7966079711914,93.887451171875,94.1317520141602,94.43798065185551,94.54160999999999,94.38786,94.61261,94.71495999999999,95.13672,95.3528,95.46849,95.67395,95.81489,99.21059162183428,99.85484681880757,100.49910201578086,101.14335721275415,101.78761240972744,102.43186760670096,103.07612280367425
229,,,,,,,,,,,,,,,,,,,,,,,,94.21566772460942,94.9380874633789,95.1711807250977,95.2561416625977,95.4178695678711,95.5411529541016,95.6524276733398,95.8681869506836,95.9047317504883,96.0156402587891,96.12560272216801,96.23468017578129,96.3459701538086,96.5080718994141,96.61009979248051,96.9066162109375,96.966552734375,97.07150268554692,97.142578125,97.2207412719727,97.28729248046879,97.4359283447266,97.6189498901367,97.5869903564453,97.6731185913086,97.6810073852539,98.1562118530273,98.42843,98.65026,98.76374,98.80896,98.83761,98.86424,98.96905,98.94835,98.98185,98.41565683263892,98.47255284487409,98.52944885710927,98.58634486934444,98.64324088157963,98.7001368938148,98.75703290604999
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1776,,,,,,56.888369999999995,,,57.09338,,60.40994,,,,63.745619999999995,,,,58.504652725254424,58.51472233880669,58.52479195235895,58.53486156591122,58.54493117946349,58.55500079301575,58.565070406568026
231,,,,,,,,,,,,,,,,,,,,,87.9817581176758,,,,,,,,,,,,,,,,,,,,92.64654,,,,,93.50647,,,,,96.43091,,,93.70206999999999,,92.86831,,,,93.2658236313174,93.28289921236066,93.2999747934039,93.31705037444716,93.3341259554904,93.35120153653367,93.36827711757692
234,,,,,,,,,,,,,,,77.89219665527341,77.9114074707031,78.2822036743164,78.71543884277341,79.17828369140629,79.59722900390629,79.9898986816406,80.3878402709961,80.7757186889648,81.1842575073242,81.56935119628909,81.9422073364258,82.3024063110352,82.5936279296875,83.0998001098633,83.5575332641602,83.9123229980469,84.5087890625,85.1487197875977,85.8096694946289,86.39832305908199,87.0262222290039,87.3694000244141,87.67156982421879,88.16989135742192,88.4804229736328,88.7353134155273,88.8363571166992,88.95791625976558,89.7538223266602,89.73607635498051,90.2315521240234,90.2378768920898,90.8316268920898,91.1093597412109,91.5040130615234,91.48097,92.06421999999999,92.29404,92.34312,92.79791999999999,92.99225,93.46904,93.58714,93.75496,94.46993221940659,94.80600133444682,95.14207044948705,95.47813956452728,95.8142086795674,96.15027779460763,96.48634690964786
236,,,,,,,,,,,,,39.0068511962891,39.487491607666,39.979831695556605,40.520679473877,41.048759460449205,41.707611083984396,42.446559906005895,43.20661926269529,44.0483207702637,44.8562507629395,45.6378288269043,46.4637794494629,47.490081787109396,48.5661811828613,49.7469902038574,50.588829040527294,51.7169914245605,52.7663688659668,55.392738342285206,56.7122993469238,57.78865051269529,58.7117309570313,59.7295417785645,61.358570098877,62.7690315246582,63.731971740722706,64.9118804931641,66.01418304443361,67.0573806762695,68.2152633666992,68.5126495361328,72.2011489868164,73.1089630126953,73.5161209106445,72.4950332641602,72.9102478027344,73.50450134277341,73.2341079711914,74.06062,74.2919,74.92135999999999,75.18455,75.74665,76.40267,74.60233000000001,75.61515,75.72189,82.41277579221924,83.35753758435044,84.30229937648141,85.24706116861262,86.1918229607436,87.1365847528748,88.08134654500577
237,,,,,,,,,,,,,,,,,99.5924606323242,,,,,,,,,,,,,,,,,,,,98.9053726196289,,,,,,,,,,99.01846,,,,,99.38553,,,,,,,99.41436999999999,99.2524903630446,99.25204251773852,99.25159467243243,99.25114682712635,99.25069898182026,99.25025113651418,99.2498032912081
238,,,,,,,,,,,,,,,,36.161651611328104,36.167289733886705,36.8220710754395,37.470760345459,38.105171203613295,38.72108840942379,38.7203407287598,39.9509315490723,40.6029281616211,41.255279541015604,41.9099884033203,42.5620918273926,43.217708587646506,43.9673881530762,44.7316284179688,45.47370910644529,45.856441497802706,47.1476898193359,48.123470306396506,48.8950881958008,49.6832695007324,50.48078918457029,51.2822608947754,56.1621704101563,56.9161605834961,57.6893501281738,58.1300392150879,59.2120704650879,60.101001739502,60.8724594116211,60.642940521240206,60.8130989074707,61.9781684875488,63.6383285522461,64.3376617431641,66.01901,66.51724,67.2685,68.01312,68.73481,69.65735,70.99924,71.69524,72.25239,70.72047391305318,71.46170636168449,72.2029388103158,72.94417125894711,73.68540370757842,74.42663615620972,75.16786860484103
