"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-12200000","-7000000","-27800000","-27700000","-41100000","-47300000","-18700000","-13500000","-34600000","-87644444.4444444","-76159259.2592593","-18274074.0740741","-47974074.0740741","4740740.74074072","-25925.9259259403","20914814.8148148","40666666.6666666","14533333.3333333","-37318518.5185185","-64844444.4444445","-34999999.9999999","-24022222.2222222","-56490324.8148147","-31599645.9259259","-41238888.888889","-46574327.4074074","-72113224.8148147","-58365301.1111112","-137451126.666667","-270243350.37037","-351082818.888889","-326839224.814815","-144853610.740741","-155096004.074074","-103888272.592593","-146077670.37037","-184716025.555556","101449728.735163","172655628.380537","124994904.690019","148062681.159315","","",
"Australia","AUS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7654223703.63625","-3259469531.92838","956062277.31036","-595971586.920513","-1312259379.40025","-4713416475.31885","-5240428241.26407","-533267382.687569","1646368836.22286","-6467569673.68318","-10082425326.5389","-4278715479.84174","2098010276.45844","-4719220380.96605","-14416671532.8361","-19188702454.739","-14812982446.7778","-12281113878.1749","-22837087760.9373","-13745224203.5556","-10035658715.9986","6185600683.81689","12563182828.9075","-21442502738.5033","-7420878112.38971","-9083612608.35027","-27769803392.14","-10243172115.2462","7139306053.01467","17217967242.4851","",
"Austria","AUT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10109416474.349","13591497121.7826","18760574088.2028","20366651483.3521","14209461621.8156","12140338985.8539","9629334133.66037","9744629217.7366","12194730898.4439","14448974279.9425","13906652464.8714","13998035174.2384","12247017858.2618","17690944191.3155","",
"Azerbaijan","AZE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-505362000","-985550000","-951065000","-1415241000","-636487000","94589000","238833000","-454039000","-1712980000","-2077108000","1329081000","5821918000","13093253000","20668404000","12972340000","17998383000","21331439000","19292808000","16419226000","12838097000","1583558000","1051820000","2735430000","7779274000","",
"Burundi","BDI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","-112212410.645103","-127308943.522808","-180999564.32775","-144656148.723245","-135460084.033613","-228796850.707885","-218623410.40635","-224685553.713506","-199172089.957987","-170939494.384802","-129557670.940813","-87449352.5940279","-38087890.6203808","-96351255.0272744","-62747787.5124764","-97459551.7155254","-102096055.494448","-108960828.150083","-130484103.37884","-167796711.78127","-227398384.118993","-353763311.310568","-346620952.658039","-441272619.548802","-401314957.509576","-426014308.367945","-529656985.319385","-701167872.395645","-692692720.521686","-720240888.296413","-654456602.972967","-544357949.829568","-618475963.005565","","",
"Belgium","BEL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11476898248.8802","10688122558.6304","12279021447.4365","8648084377.57565","9135484112.65642","6388345250.21521","-6643210464.77232","5323859489.81615","6077406186.36638","-3459679196.32567","-3960833682.69173","282458427.450333","154923106.563644","5258789615.50043","5134885193.87131","4953020434.05814","-4843144938.78816","",
"Benin","BEN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-73899688.6706193","-119288199.447148","-152855929.894744","-165170350.740429","-206021682.538179","-207604638.226326","-194590526.846302","-214619984.004976","-464769001.641305","-196320303.9044","-102579966.183068","-102167335.858185","-141204638.725731","-145406600.950012","-153359318.98824","-81247729.4214813","-90092810.6946715","-343430086.16516","-245575041.673662","-196400598.194143","-92834949.7100856","-280430214.213829","-94660482.747005","-209202342.599654","-207407122.539361","-252179013.964576","-179354291.127303","-224307820.686286","-287686633.663198","-359506825.81502","-344979255.110062","-372717296.141304","-445428199.384658","-754037235.897987","-769515309.882812","-788159265.287063","-631878698.927797","-642264852.146396","-710686806.802114","-858430406.150039","-1117240380.37114","-822289500.340666","-980500520.900668","-1099366451.43901","","",
"Burkina Faso","BFA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-848477782.165806","-782841351.320751","-960903231.210106","-1368751242.61872","-888795393.294995","-667624350.813268","-697026105.875623","-585829780.569057","-1595490203.73592","-1116086794.71056","-1016935498.92532","-795496628.085186","-896009763.131986","","",
"Bangladesh","BGD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-480606264.950485","-663369889.01433","-942478540.688586","-1309762900.9952","-1829305681.98229","-1896655282.54027","-1674191270.82786","-1395938726.16493","-1678795062.44922","-1527027397.33888","-1708694420.02741","-1615000802.4229","-1778862048.53991","-2387325689.49489","-1895840930.87395","-1650022838.99286","-1561350613.08649","-1515339352.99061","-1851345900.48272","-3157115126.18329","-2836515602.01405","-2307212151.30023","-2087438608.91848","-2696292969.48389","-2458878888.10143","-2817985657.31352","-2234843547.53366","-3141653816.41339","-3854880482.14049","-4156759716.05124","-3896303860.12961","-5462928581.36726","-7672641808.74828","-6025299151.95923","-7816344792.83923","-10888026891.2585","-10157899098.9677","-9933198074.62348","-12119389611.999","-10606498175.2762","-10505302542.1777","-17594487835.4604","-21356282344.7892","",
"Bulgaria","BGR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","1308000000","293000000","287000000","55000000","514000000","-112000000","-856000000","-514000000","-76000000","-254000000","-1077000000","-117900000","-307200000","-943400000","-6000000","274500000","307700000","546700000","-8020423.35564995","-766710358.940426","-669989777.212585","-1327927121.52239","-1209902300.43731","-2061604764.8916","-2896945990.97014","-4449983421.99429","-5844352050.21159","-8945175667.26605","-10620241928.2913","-3922786473.94819","-1627160000","170110000","-1886240000","-385580000","-287460000","442430000","2320610000","2435790000","1301310000","",
"Bahrain","BHR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","90012642.4526237","-33872670.0229971","-28560596.5589803","40004817.887758","348254470.146655","304774346.064675","368617022.25696","364920213.73649","51063829.9230423","331117021.643525","523670212.765957","472074468.085106","325797872.340426","449734042.553192","264095744.680851","120478723.404255","-490425531.914894","-588031914.893617","177127664.677881","316489391.162576","675266009.827816","718617083.391105","607180907.583328","44414898.0466985","1052961957.63308","2044070281.64894","1811550028.19149","1332161989.80497","1775601799.20213","2166297712.58865","3109957700.70922","4103227902.39362","4688031914.89362","4955053191.48936","4350797872.34043","4784840425.53192","9061702127.65958","5659840425.53191","5771542553.19149","5520212765.95745","3351063829.78723","2694148936.17021","2855851063.82979","","",
"Bahamas, The","BHS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","140700000","122900000","142700000","92500000","58600000","12300000","10400000","28100000","61300000","175400000","205400000","130400000","111900000","41500000","130600000","-12000000","106400000","153260000","68100000","-28100000","-151700000","-358800000","-832100000","-403400000","-570760000","-556100000","-281323042.557","-369790000","-416580000","-603804537.741","-1237750000","-1135298058.99422","-1112196412.431","-670319000","-576589000","-930926000","-1247731400","-1168058000","-1513316594.86294","-815857514.44974","-921512760.930457","-1565319883.82829","","",
"Bosnia and Herzegovina","BIH","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2925389370.83722","-3117889819.77411","-2577518132.81806","-2730065298.51948","-3120639139.59946","-3821941979.2465","-4138362133.57751","-4345529639.45764","-3624941968.5814","-4662020359.93844","-6229877854.77118","-4194259998.58544","-3699616132.55731","-4434962079.82806","-4035721592.83707","-3724521863.46056","-4198572495.40221","-2990493957.46066","-2816123771.7878","-2963815796.66701","-3059917974.96309","",
"Belarus","BLR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-479800000","-437700000","-483300000","-576400000","-853000000","-1019200000","-255500000","-567100000","-633700000","-473400000","-692400000","-1493900000","341600000","-1492100000","-2817800000","-4652300000","-5608000000","-7500100000","-1208900000","2834000000","-2340900000","-488900000","100700000","-32000000","82900000","693800000","",
"Belize","BLZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","-17100000","-13100000","-13050000","-14100000","-20750000","-40750000","-3850000","-43000000","-42900000","-60500000","-42201500","-28143500","-11710000","-43315000","-63297500","-70653468.46","-166561465.90375","-162844254.468061","-141161220.765321","-135689422.722701","-84088082.0113378","-88005496.0710369","25931934.0018134","13477104.0825885","-91248702.9103413","-53959075.1280521","19961433.0748312","-5491301.20521107","9363001.62986252","-27570992.4474361","-67121775.1502314","-148978201.235809","-163283832.513023","-47593710.7536026","-50358545.4559804","",
"Bermuda","BMU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-338490000","-650029970.091134","-712497097.004797","-693118178.729979","-585289486.165294","-326799752.461443","-399084688.584863","-515927552.12556","-605016880.405959","-568413579.362971","-610483019.836141","-649147240.362098","","",
"Bolivia","BOL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-36000000","-65800000","-244600000","-265900000","197200000","-142100000","192300000","117500000","152200000","11000000","-175700000","-266300000","-174900000","-160900000","-109500000","-198100000","-578800000","-536500000","-171700000","-340100000","-418490000","-648500000","-844800000","-678100000","-607815903.97","-458745530.02828","-516682880.93811","-86907789.367575","231061237.172873","414848470.908809","892459631.56059","814530371.934915","1244957796.03459","274170000","681407338.774799","345773475.203279","2339083705.3513","1691971936.9631","1087138110.1321","-1979737198.24535","-2514014188.13766","-2195096797.03796","-2265352770.26747","",
"Brazil","BRA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-4994000000","-3971000000","-1686000000","-2882000000","-5041000000","-5957000000","-1688000000","-2810000000","4062000000","11337000000","10762000000","5731000000","8794000000","16145000000","13327000000","6986000000","6687000000","11897000000","8739000000","5515000000","-10652000000","-13512000000","-15961000000","-15648000000","-8244000000","-7859777661.10749","-5108845803.41413","8164106076.27807","19862819852.2364","28989514786.4329","36394274084.7342","36804240760.5937","26812962156.6268","8145874250.69796","6025626300","-11665299050.08","-9541405570.34502","-22748530632.33","-45983605443.69","-54736046612.645","-19260791207.215","14590183783.84","30177751901.93","19180285643.31","",
"Barbados","BRB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","-47699999.97615","-40103780.6452039","-47780628.5698511","-57931201.6341439","-54791694.109447","-47303769.4088005","-82200000","-68250000","-53750000","-58300000","-38500000","-126300000","-45550000","-39600000","26150000","74200000","29600000","11550000","67000000","49300000","-4900000","-17300000","135380285","93053027.2","136282597","17024604.2000001","39977683.4","-101612258.735","-120584034.5","-209370059.32","-220413737","-186513354.85","-227374798.85","-241583829.883335","-395251067.07257","-356257905.82327","-180891424.25758","-142086539.98","-256497243.5605","-193083744.96","-171536150.916595","-103006651.656285","-99029731.2090802","-67592835.212175","","","","","","",
"Brunei Darussalam","BRN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1989059787.25675","1779007179.21169","2568584409.5717","3199787455.8062","4335140927.97401","5569590895.58787","5196313757.02077","7304766748.18526","4370174427.09202","5424417631.9042","7303248266.46829","6609154195.79176","4557118830.5744","5813453718.26044","1903397568.72309","1039098776.80807","1705234270.82597","1359241663.74238","",
"Bhutan","BTN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-135666508.275048","50402524.6251131","-112000942.938711","-107898255.761345","-344757300.899123","-558990156.79171","-478829661.216349","-433041928.515847","-459214963.248015","-496734660.340354","-594968891.454513","-518571545.318266","-482335186.19442","",
"Botswana","BWA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-84380460.0777116","-42090010.5709062","-73281420.1392245","-123044302.134794","-93864262.9841853","-173051561.868251","-400483624.391318","-198317730.999057","-71381307.3592649","11244839.70046","179652049.010063","189128650.337643","704432208.996844","353551580.113065","517101258.425313","18006243.0600936","94531112.162739","16447641.2802616","132476295.616107","384222050.918827","370895868.754373","569169393.307054","664882047.498743","-190025982.753888","597855038.450704","679374494.135697","604632567.671367","756117515.723113","955466496.069475","826930101.780561","1825355801.63475","1932749748.55663","1279869208.19096","-292092989.021878","-1262774232.02985","-1360903768.90005","-997728862.770279","-2658311580.94821","-412529548.120463","495533234.767985","-892493693.949416","1298013497.57679","548279158.764805","29001769.5050385","",
"Central African Republic","CAF","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-46267561.469392","-62639631.8063489","-88989534.0252786","-126405983.520643","-67231819.6091651","-90147402.1163416","-82119625.0562135","-77225049.1685395","-97955993.8223748","-157155853.947018","-155355473.646591","-134132076.258033","-116783795.468032","-190527759.354211","-139202546.175899","-180730947.707285","-108312334.398684","-65381291.4120434","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","-506965097.119614","-212120980.730524","-95384130.6244474","309278759.858606","563628154.482249","-72914365.2911608","14746027.0333557","659237891.668528","863477545.351368","91577097.8850083","2225305803.45782","1599649051.68282","998715623.641447","1798485347.07659","188806815.456842","-3075889125.97874","-1515997270.58042","-510403180.723818","666682553.677126","1184242918.34059","4717395080.83","2361388870.09483","12130845692.391","11082294016.2113","12377075316.1164","8477603565.87652","3697836184.17814","5199682303.13483","4077707643.07547","363564038.845448","1115963784.24025","-3204750443.16362","-2261089319.66945","63206950.5331268","6647801661.67282","18904083589.1695","24629288042.4509","12429974698.068","12048309635.2646","24096639864.5943","41604373750.7723","41819090368.6473","32839901425.9662","34073822805.1472","44846759262.6837","45678110612.9023","35204360382.2795","30611671625.0845","28144247478.8099","-20294599835.7533","-30874997989.8312","-21682664821.6812","-35906350578.2717","-30367083707.4836","-17695796292.3814","-39370132362.4434","-37598674218.3533","-38954699142.6007","-36362039631.6287","",
"Central Europe and the Baltics","CEB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","47430340.0030541","-256707815.686038","-3180321456.38464","-3247581863.0006","-264224100.776272","-972774618.862199","-2215667515.86451","2012186039.6817","1891641654.37249","-12229582.6203003","1018648396.41674","1692749265.35912","1758821461.86408","644418982.717354","4234403965.62044","9072204292.6004","11646322343.4134","13329165729.8698","14403419962.3246","12583959676.7016","14061341027.5182","12697634856.9753","15727670908.0436","15911589710.6497","14413398083.6388","20656475647.8134","23805392536.5159","35804955464.2552","28876630523.6249","35194278614.6577","50831461608.1658","58167631122.3484","39071776144.5727","60062167282.6319","53942989882.1906","63103901171.2706","75523318224.1942","76683400917.0355","73214998715.3002","70965074601.0857","68273185972.4951","78855426782.4056","",
"Channel Islands","CHI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-217000000","425000000","-282000000","-696000000","-618000000","-1084000000","-3285000000","-411000000","547000000","-181000000","495720000","627760000","854900000","1519300000","1022540000","1055290000","1518700000","546000000","-1215700000","581000000","1056900000","-1072625133.10716","-1563380808.39716","-2492077323.14361","1689973427.38374","1400054677.54859","999286551.13533","1684100883.03244","3869273277.45885","9861505995.90637","10766558932.1919","22375527348.7625","23652876789.158","5037301062.76553","13683113132.4933","14135429144.1959","8318851700.95435","66059597.0450096","-1409598032.18262","2735539539.4139","-148908441.668291","1549626080.24097","3964592925.23897","672664240.985363","",
"China","CHN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","4737000000","2475000000","-32000000","-12592000000","-7589000000","291000000","-4060000000","-4927000000","10668000000","11601000000","4998000000","-11497000000","7611000000","11957590000","17551000000","42824000000","43837000000","30641000000","28873534000","28084000000","37383087664.0194","35821129066.2935","51174382539.95","124626797517.211","208918924500.594","308036028783.353","348832533153.933","220130401366.781","223023871712.8","181903738912.674","231844876748.002","235379561604.117","221299246947.273","357870764281.273","255737088242.151","217009899933.947","102921464809.831","",
"Cote d'Ivoire","CIV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1155251038.89514","1720535507.29727","1013710008.51359","1686080818.37048","2653448252.68494","1817856315.17346","4184181495.69119","1120608760.96328","707696149.123615","1713006417.71775","1150007812.9904","1076477967.48326","1004427356.08794","","",
"Cameroon","CMR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-83441982.064092","-113269825.89107","-29898226.9625343","-278635573.065498","-291979449.766882","-184415237.087746","-135015968.719592","183061631.193441","52953396.9513338","-34391559.2479234","-387174189.623418","178010129.488646","160340655.970738","32358205.6504338","133920860.568512","392796451.212978","152244693.052732","239569299.468757","432616810.541029","213784342.578023","102706262.893822","84013816.2756611","129594140.800891","166266916.821959","-101684153.398619","-112743371.54174","-308587066.664793","-147684541.796007","-111419051.174484","211717525.27963","340432523.02847","-718629350.602446","-920171992.510347","-763683723.503237","-703099862.635031","-774546487.722699","-817154335.265667","-1076318580.00333","-1053344355.01005","-828537789.815754","-722191847.739256","","",
"Congo, Dem. Rep.","COD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1113600000","-659800000","-334500000","-1127400000","-1745200000","-1838700000","-1593602281.098","-1977754098.94109","-1494674269.45556","-3152502304.65964","-2308129161.18307","-2224727310.76057","-1406377021.27447","-1692788394.90945","",
"Congo, Rep.","COG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-164303288.917736","-17388921.6249079","-4027838.84285271","-360168096.410826","-175063619.537075","-222942986.171849","339788843.207698","63802277.0161005","-393452720.850194","21887519.9324754","-147370362.575908","229774586.171165","206049413.960197","-74085388.7210669","69137011.2262912","-170220232.08401","-582667982.694106","28159960.5861105","223546978.242445","363866959.720154","69566703.193832","314866450.076866","1434686852.19402","665610326.461891","835577986.804039","1124053075.01724","1644567446.75845","2243168646.41228","1902311751.01078","-693868242.244155","2290180803.51855","-638442932.169936","1706499520.84736","3537574430.85986","3312237256.52205","2309859350.46296","370375125.062255","-4425830044.32398","-2689667831.82274","","","",
"Colombia","COL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","-95000000.0004839","-81000000.000275","-156000000.000572","-312724139.996097","-28342990","121474590.003674","-217224400.000452","102178950","468332519.999669","647016799.997133","525955999.999809","627264000","-125595840.00049","-1719060600","-2254764420.00083","-1952000000","-125000000","-595000000","1346000000","1325000000","565000000","1200000000","1821000000","2740000000","1188700000","-1458000000","-3277472545.01562","-3718523193.47664","-3284689500.90324","-4138083502.73631","-3911324471.8698","571576111.758648","1315805724.24847","-967925822.465923","-1326890837.99973","-1022061948.62638","-441984619.70256","-708829178.463848","-1933707279.27606","-3409329062.44147","-2362990532.62398","-837494977.312111","-2163903000.8995","636043490.872896","-1189135620.01048","-3164094630.42797","-11862598549.7301","-18266562786.7322","-12677942885.5893","-8547908433.96937","-9105643248.56352","",
"Comoros","COM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","-20863530.0505058","-32672239.996395","-28377667.6298346","-28543851.0482829","-60608354.3079585","-44206110.768717","-43684291.9499874","-59913351.1051348","-48256530.9739674","-39663880.9774123","-54355634.888075","-50259386.4426194","-63221232.2281689","-46765050.0863165","-50912728.2145997","-57525289.0574482","","","","","","","","-41186008.6759304","-62562181.0231816","-81278800.9967737","-95542907.3171759","-119865182.863353","-181196083.076623","-175887958.022809","-183892242.620308","-207336939.895914","-232111227.126726","","","","","","","",
"Cabo Verde","CPV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-46536366.0829111","-55612909.5879837","-64408409.6937036","-68241585.2362666","-79421428.7686417","-77900846.295827","-80007439.8716623","-62258832.5392584","-64398042.8893374","-66453372.4846346","-66317321.9563243","-78070975.1274846","-88449596.4143772","-92109341.5328377","-101217878.39888","-143144015.456788","-132201290.97439","-168612522.769134","-210650459.750174","-176152459.656849","-152460916.538475","-190267155.927265","-225514827.123698","-185971949.690271","-183700150.407371","-225337898.499604","-294289161.487196","-346009421.351242","-288058799.883277","-331430079.269323","-467154712.441621","-472199598.608701","-510976329.132784","-483882198.337561","-591799700.548746","-426947602.747579","-317313920.34435","-341047694.012877","-245640996.003995","-285060858.95884","-382693061.928064","-382200491.418651","",
"Costa Rica","CRI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-166400000","-272300000","-427100000","-466300000","-134200000","66000000","-20000000","15800000","-68900000","39000000","-192500000","-91300000","-236700000","-383200000","-42900000","-341100000","-537900000","-270900000","-266542000","-228910000","-357416000","-165450000","1051211410.40579","-45669711.1658862","78881229.5104182","-267865429.090368","-283537864.928698","-77105144.6754189","-360655999.127378","-611014762.399058","-1271487792.72421","-2407550798.86127","95700175.1661456","-415750007.24152","-1194544783.87744","-1363669066.71151","-995209335.840897","-789427970.823827","1558623.96426821","683777504.543907","672743734.622238","890903332.155066","",
