"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Lebanon","LBN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","491253073.855068","535688453.148897","656715545.227622","818172634.823884","950668903.902697","1207826274.74555","1450007305.97015","1967529958.57197","2683988307.89217","2879696490.80687","2946591291.93736","2980431177.4461","3105804311.77446","3275621890.54726","3340630182.42123","2926138692.00663","2999682077.81095","3076750959.93367","3266869198.93864","3771523939.76783","4355246533.267","4486086984.67662","4846502676.0199","6006386763.25041","6048078576.51741","6122952239.93367","6242862182.42123","6262769231.77446","6984665122.6534","7740696885.10779","",
"Liberia","LBR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65831700","61002800","32829100","32185600","97560800","106253500","104595400","186861600","316310200","278542500","284452600","364324100","420465400","587401800","524031200","535747800","522600000","532292700","542000000","",
"Libya","LBY","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7051553672.31638","8464552903.45565","9783380681.81818","7003942181.34034","6469575200.91848","5699593398.70844","6646062271.06227","7231503579.95227","7140718562.87425","6688227684.3467","7059742288.16868","6486531151.87572","3210236220.47244","3280708984.375","4364230769.23077","5351803729.74626","5889235688.18514","8048154601.61571","8664596273.29193","","","","","","","","","","","",
"St. Lucia","LCA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","14851851.8518519","15629629.6296296","16592592.5925926","23407407.4074074","25851851.8518519","34518518.5185185","34592592.5925926","35851851.8518519","43348148.1481481","46237037.037037","48481481.4814815","49814814.8148148","61388888.8888889","63240740.7407407","69074074.0740741","70881481.4814815","72355555.5555556","80418518.5185185","96177777.7777778","96751851.8518519","105214814.814815","144748148.148148","151362962.962963","159300000","181307407.407407","182274074.074074","169618518.518519","178477777.777778","161796296.296296","153492592.592593","149185185.185185","156937037.037037","178837037.037037","191785185.185185","201122222.222222","217237037.037037","216900000","226774074.074074","224796296.296296","206037037.037037","","","",
"Latin America & Caribbean","LCN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","9042475864.40631","9491830116.78083","10485522237.7955","10368343279.5809","10122335969.5564","11056533007.2395","13243312864.5071","13378172804.8381","14368437034.5771","16035903437.4202","18489523493.7933","21503791598.8817","24224727571.9234","32119992973.222","41938929482.4928","45821082774.4082","49530364240.3117","52182968127.1682","60729212344.8256","71743047014.0719","83304542029.7966","99514405878.4707","94450050154.3412","76831712838.2809","75033862619.6141","78506394856.089","81159858736.3019","89309997335.8043","99852369488.278","124286620016.451","155329343994.621","184571898703.358","156433891128.512","204244304571.196","226813272756.793","289381325385.049","303291045677.904","332974078061.136","340734753266.427","296969950008.428","315491801391.842","312356227580.288","280467288792.003","289250611181.48","323904069995.665","398821117523.521","472243489463.126","568932417923.652","673266906665.844","689110711678.58","827451177951.876","941745837102.291","947297444476.221","987409205113.118","1024140933909.97","892108093290.611","881224690164.474","971858655110.097","910434985391.123","",
"Least developed countries: UN classification","LDC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22187772027.402","24756827808.1703","29498366150.7146","32983499549.9487","39452234266.5657","46323478717.4028","58167885289.4476","70047896146.6592","71749101560.2176","77460379544.9145","91548661717.0379","97879280201.1268","114622073350.747","119447891516.907","118847992403.814","106407176120.576","118154474117.531","","",
"Low income","LIC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","191423445.378151","193072412.52427","198110645.264023","169771677.091566","181510184.795072","243067226.890756","243277310.92437","255144032.921811","236660736.142923","247226890.756303","272773109.243697","297470489.038786","317755443.886097","315000000","412481203.007519","353780313.837375","359215219.976219","351521984.21646","259000640.61499","308156711.62492","343920145.190563","327792207.792208","396059586.737146","420271993.20017","469143081.761006","611156111.929308","659528907.922912","663654891.304348","686859478.151525","732593619.972261","783949076.385422","885496736.765772","934793520.419804","947661423.84106","1133184945.36625","1494712195.12195","1465912791.74959","1562907211.39176","1547633824.67029","1413517974.23556","1716517335.41099","1616394359.89257","2103256234.58081","2296125155.40821","2609635339.46042","3194398009.95025","4344325714.24172","4940600163.43769","6588783925.23848","7408329911.40095","4796642034.41399","5588723268.26162","5217970734.32213","5777404343.41321","6648499465.0162","7248471117.77171","6970282222.28481","7416862418.52874","7999139707.14901","",
"Lower middle income","LMC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","13598634138.6803","15328812283.1017","17158548254.0023","18782170836.8244","21390586461.6546","23066577277.7033","25651715369.6486","30464879831.2313","36847587468.2789","41482231450.2215","47012371034.4618","54334918664.7412","62186850474.7251","72996266066.3512","76340230851.0266","80827615205.3554","78250599048.3422","78220827195.3366","86371349967.7724","94087760898.001","101850003497.116","104462092991.812","106437828116.356","110143123992.876","103745259700.471","108422225117.773","107248546583.924","110284234311.697","122339734922.703","131337898836.882","141244633756.827","131707115538.406","139553810685.262","140764208374.701","141618848020.276","149358442880.344","171173755887.671","195068022326.646","223496517462.169","264852378744.957","335737211747.969","383068117167.434","415453555064.538","488382157360.45","551965515087.023","579553793265.254","603902395855.927","624372060425.922","616425108091.681","631412765778.277","692134111769.847","723428523384.134","",
"Low & middle income","LMY","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","38838702590.7286","38351064650.201","38047837496.2873","42086315796.0938","44821708899.0243","49869750877.2165","54067033482.1324","53567318056.6664","57848665846.6643","65527981599.7382","72623694649.0077","83795707547.4189","94662226490.2172","117291023099.648","151222665877.8","177492363335.964","194823040051.508","213679797013.83","239156728693.476","280230091803.642","322428479717.344","355292674583.752","365507198257.633","357444096187.845","361600429035.539","383323136313.791","408138518718.818","412512824180.085","435317467893.401","474910206692.896","533063875865.288","539061091369.207","503768120055.438","582653335147.014","605508783533.255","711176524321.808","757427501904.826","824980485218.13","808167368973.311","778035638368.805","833948072439.477","853847024256.8","863396953589.408","962077802541.731","1113272149719.85","1331815259098.92","1586317406523.61","1971158162439.32","2388646707393.21","2465317099929.74","2875145972971.31","3395612582959.82","3643669184468.04","3907923209303.01","4005987509142.97","3856151994826.72","3902887278437.53","4297261591998.45","","",
"Lesotho","LSO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","5739885.20229595","7559848.80302394","7979840.40319194","7979840.40319194","7979840.40319194","9659806.80386392","7139857.20285594","9519809.60380792","8679826.40347193","8539829.20341593","5599888.00223995","8389261.74496644","10407180.9548589","11527377.5216138","16188373.8042678","21636240.7031778","21849126.0349586","25298988.0404784","35648574.0570377","47505938.2422803","94032229.0703647","90745868.9458689","","","","","","","","","","","","","","","","","","","","","","","","","","604880347.460755","630025964.750883","717156755.60853","894707425.012293","972857308.121359","999465444.579781","875681246.180775","957039621.476683","877293332.497316","799445695.328221","","","",
"Late-demographic dividend","LTE","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","26234654378.6297","25890084301.9916","24080147891.9946","27667986201.3123","29110216721.4317","31256574668.7237","35328886047.213","33939346424.1453","34933357973.254","40103002380.4696","45585099937.6911","53634616266.1525","61535915579.8732","74227417846.7061","86676233200.0242","98656136782.4409","108885407957.574","121633486906.779","128393393877.611","155600715816.635","173179707355.423","182396731108.281","195485491249.52","185394001907.118","194652149868.64","214231988495.033","230731949805.875","239243726811.622","264750065735.293","312608708184.35","360353567517.171","366639189070.327","317392482637.344","358432296716.414","384865095571.647","501796432480.469","541432266716.094","577852936754.244","560139921255.534","512003352819.885","549499075463.786","571223411550.927","604581085645.053","668546412518.639","771852098000.243","933309366327.103","1126089595059.61","1404396426504.75","1742466828373.2","1761382124135.88","2031741331157.9","2449750172290.34","2629575457987.46","2867916069232.84","2930237768034.43","2780490436963.51","2838367881606.84","3139168743569.86","","",
"Lithuania","LTU","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1887930157.12114","2018599913.68148","2444676132.93051","2909342943.46137","2596591886.05956","2585352524.81657","2590801467.41476","2935963088.19386","3676380372.25042","4341149155.48932","4834449682.79637","5779274814.90777","6933267378.21565","8928441533.73335","7950837642.47984","7368280637.24992","7975638700.37049","7491615875.31422","7749980934.55316","8057690504.23784","7127703570.20736","7297379931.41595","7796027163.85886","8794166141.05778","",
"Luxembourg","LUX","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","71983466.5296397","73313695.7121251","84620634.0816757","101974065.214678","102064762.218867","103008341.526891","113128015.319904","120487729.96396","131700079.335761","139174836.920512","162369665.187576","188651258.77012","237004032.627624","312068101.842269","386893434.134217","494538115.608204","534862904.911181","638124479.459764","782736518.50903","934859933.957072","1065297834.18403","933051825.293351","802162722.938372","756861854.043392","723200432.839989","764105509.885182","1090995484.91963","1435986709.88655","1545477893.58201","1604582719.08272","2089472235.63496","2190413585.35145","2556091969.88708","2607307486.00746","2816031709.66964","3437313902.57252","3506238436.48208","3211936175.01128","3195056679.26206","3406502237.37481","3155272710.52147","3367249217.00224","3832492000.75287","4954944695.25959","5901733300.22349","6404020644.19848","6726946430.81169","7743852997.53627","8787376592.9398","8971706029.45263","9064903992.75214","10015475613.5478","9866428281.12707","10678866027.0638","11066308687.8031","9621837489.65118","9829004123.04324","10617339847.9873","11897758679.4368","",
"Latvia","LVA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1361446092.41301","1308814446.14599","1369257198.16114","1631301084.23686","1693660821.52294","1644989571.26304","1708528094.91829","1959428149.15871","2469494527.11844","2849266293.74268","3019948973.24207","3690734888.38726","5449742853.23485","7060796667.15392","4975750625.52127","4363426298.41773","5140522685.34505","4881367382.57047","5339909672.39587","5486833425.43661","4833746666.32989","4993623433.89812","5469111003.28391","6171343376.47169","",
"Macao SAR, China","MAC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","66336856.3076231","64172985.7184963","80518704.7315629","98264739.7109566","114810562.571757","146570451.197283","187050717.608139","253799524.514868","330507418.027677","407031220.718864","437389461.008743","504543400.773131","585153825.860834","673460679.233917","750150632.65716","825298107.908167","867799669.123176","969606726.810896","843519106.891439","851559096.284309","896880523.81308","965316910.188002","1023783999.40166","1189224950.38135","1296523108.45602","1610647220.59757","1833642972.03277","2080583144.42093","2301117192.77199","2612805866.65336","2965118462.05835","3350230933.87406","3897785178.60049","4355666875.39136","4724018461.30755","4934712185.39746","5266398265.71694","",
"St. Martin (French part)","MAF","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","241082877.186049","258867700.820077","288509020.847742","337911273.589566","365576524.058887","353719988.143464","365576524.058887","379409149.293548","418930935.678293","436320521.68758","475644699.140401","536435643.564356","628368979.307947","728286542.160754","923612064.625383","1445774213.44849","2077025773.31252","2293429262.98492","2752537979.69616","3393347182.68318","3873103693.54265","3241917522.18549","3173720737.17417","2677389506.84122","2349946087.05522","2577451058.33251","3453385176.39822","4012315771.8442","4511216820.3579","4563276077.37801","4737537434.93928","5028068109.25045","5550471515.57742","5679071459.2967","6178355471.04205","7039068419.20375","6818320207.89592","6662433179.38491","6651341312.31519","7125916863.85705","6840482665.16093","7058203521.18906","7450683531.43998","9071303193.93382","10676088385.2052","11562766395.9391","12246634715.0848","13843731308.6679","15510883449.6729","16944309987.4645","16730385401.3211","18956971037.9609","19492605813.3605","21213372196.7759","21924390040.8027","19504726401.2781","19948406831.5065","20759182831.201","22839198389.1073","",
"Monaco","MCO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454068823.720377","440291521.739131","555981601.731602","419751396.648045","179408981.205222","188834912.413338","212665076.009575","336136447.358727","389834177.269663","387247876.836222","491212022.603892","681188552.368042","877937627.163321","1236002790.60816","1292617375.96313","1270395252.76289","1393383538.07098","1453571676.27194","1453575253.44011","1366782894.92434","1123434811.48869","1200514811.43155","1453715714.36294","1694744532.80494","",
"Madagascar","MDG","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","96004237.2433754","107738206.435955","127294420.033358","125516793.269414","129428117.008773","133339039.699735","139384070.541992","146851032.653662","162496323.560103","163238908.253134","145705180.987927","177678065.271301","183187922.580267","202410403.565162","214777983.309359","247370074.424163","244638712.855891","260088190.410254","317396093.641323","424995700.213346","489378759.210339","417007258.170548","375197356.112954","337060178.612007","289267202.816303","278959163.14139","288174818.66261","234254925.73976","198710100.7505","218846020.502826","247303925.205942","233921238.885014","248591469.58918","264665558.128993","205034136.299382","211989064.57344","389962484.963071","277221123.788669","292633395.808081","267711359.652438","350651002.935952","411762080.985427","357728006.445006","505135110.843438","302889332.350487","463495277.993923","493825869.624246","902503350.407207","873420454.154332","808117939.329287","928699251.178258","1007993363.34805","991600601.50343","1175152391.51572","1092602685.50132","1057014224.2311","994989767.480282","1253478614.90769","","",
"Maldives","MDV","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","7408894821.77698","8564161095.19469","10405185301.3321","11795868364.2489","14335772470.53","19790197330.3762","30779016857.6621","39800400045.9492","47967454614.2656","54084211524.5955","65077132064.8243","74858603323.4683","87478916644.0041","104541830472.621","115879736611.76","120530214425.267","117613606583.394","118214949124.375","124077296774.655","116362623738.904","114978897818.88","112860231574.615","118876592310.656","135188826128.795","139239802429.357","127568014280.481","128660799665.394","141556651271.893","155737465590.6","164490960501.805","165389198610.523","165178967218.097","179450315695.963","185914869870.674","183670390203.251","197903172472.696","218233886287.227","246825165122.538","280026624277.828","311168710431.906","367097056044.202","390576872823.09","435310468733.868","510999017648.595","555523231746.606","606000745178.734","651856533439.558","642609928426.844","617138914483.14","624126722028.135","","",
"Mexico","MEX","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","736552000","809224000","953088000","1104168000","1284720000","1372744000","1582144000","1745016000","2008704000","2233624000","2579456000","2986512000","3899144000","5074136000","6581448000","9079448000","9799753246.75325","8803867256.63717","11192855263.1579","14662978070.1754","19510608695.6522","26926367346.9388","18188758865.2482","13103563696.9192","16219642431.466","17026021798.3651","11781966328.8656","12331644173.5597","15409575469.623","18436993296.7703","22025623622.2712","28545792472.8333","36108304307.0859","45641008152.5228","49967160380.4332","30790496308.0662","33370043687.6595","41342172507.4193","44979754268.8266","55092447491.7367","67358879499.9788","74771103261.5095","80127010666.9428","80473440633.9791","82035838826.8651","92325474082.1626","100898175645.919","109537060449.113","119096486158.657","107258079032.079","124517633586.578","139027241473.683","143491025627.397","155372292279.987","160406576791.424","144341228964.621","129531181948.232","135916393066.76","142007620249.05","",
"Marshall Islands","MHL","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77945007.3949919","81357254.6643415","86920748.2676937","88218188.142084","91590242.7489522","92715277.039825","92318464.9782777","93784152.8061786","99554471.7731637","101456540.800857","97044850.0636638","102845729.142777","113072460.625551","118583374.337961","","",
"Middle income","MIC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","37937380884.9014","37392193024.115","36990423274.2136","40977589537.9863","43631819558.9724","48536357165.6822","52685036555.9561","52063208948.4318","56152962224.6441","63677813909.059","70672253211.6992","81513546861.2835","91965600185.2485","114041669197.153","147302567344.66","172114222319.628","189282662985.591","207906342745.489","232152711349.285","271687565961.759","312250737080.536","344518553370.177","354232961470.427","345614963850.559","349485368140.388","371189956767.031","396704702491.458","402136561817.239","425511125122.098","464658027968.783","521673937420.29","527108649700.492","492419445308.851","570842336464.158","594522811059.168","699284916615.282","744478841084.467","811602294407.007","793910012487.27","763914530575.698","818711130570.809","837928813600.732","846753953148.932","943099320529.982","1090761338939.21","1306381550637.36","1558582195747.03","1936482807473.47","2347131844463.59","2421942408278.87","2826129066513.05","3341182088206.03","3585945908492.31","3843323974190.95","3937799692345.88","3780171888999.36","3836881790557.2","4225792737056.94","","",
"North Macedonia","MKD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","851828621.908127","1016928571.42857","452185621.685327","537584353.448276","643764434.180139","826535433.070866","801629072.681704","736955016.064257","723513245.421245","755874504.393673","638762442.340374","884091179.665212","833895365.642162","894255213.788812","989081268.151506","1012951543.81672","1132847558.90152","1400788735.92102","1841515058.14745","1793444987.14303","1720626261.14866","1901661285.80084","1817299119.02828","1893618534.63605","1944350530.07186","1708587592.79833","1646764767.62776","1680694405.06352","1931732911.63776","",
"Mali","MLI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","32764962.2420081","40219020.3207485","40854653.7436827","40825881.1134897","49844128.7642258","65092078.0105036","54457102.4526985","72487574.1936074","97785530.8756496","84131235.5487852","111160995.80063","144137602.429185","182170020.345842","0","0","0","0","0","256751613.197615","339205887.049571","358861449.820088","383148194.281517","371730139.936798","456878744.516368","388363418.264495","430069990.834624","372881164.39106","224780157.660769","267199093.496042","305360702.051246","302123085.431582","547331028.229764","505073013.749736","484992338.789929","519738933.493943","597494231.753134","732173537.935201","841765653.677713","864713904.025665","915068003.773642","1135978957.85813","1517938711.31047","1483365781.68405","1675244358.20763","2438996995.12213","1926689102.30231","2209276576.7954","2332133936.06586","2144590536.30107","2337270550.39037","2592121795.3233","2854488072.1834","",
"Malta","MLT","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","44800638.780136","48715279.9746916","52752362.7362736","62801420.0907927","71005679.9198129","80697869.0170702","85870948.1975159","95716681.9152181","121667037.985964","152334371.257485","186616828.237634","198367895.204263","210347812.5","193509480.790231","177236614.209889","182818997.071742","231707013.327507","289286655.069583","323412352.406903","349154348.361665","413413751.181953","462778353.253652","524188989.096783","502572599.663111","565297057.821197","618555447.470817","682944259.171034","680458236.013791","718863962.868825","736117089.969867","763472467.176171","822569875.035772","882486882.486882","1027654489.58689","1158196312.90483","1157940554.65738","1257935014.4273","1413495756.91213","1771495532.44471","1686440677.9661","1703841059.60265","1869542952.46038","1861574842.60568","1963707912.90494","2128980628.89744","1872987689.91904","1846559897.1068","1953806936.98763","2372418519.26842","",
"Myanmar","MMR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5358498908.34453","7203116243.32866","9132028527.34237","11114290695.1895","13995288631.845","12286841127.1538","11989866886.9739","","","",
"Middle East & North Africa (excluding high income)","MNA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48910402947.9043","49848992649.7463","55632226646.5854","60189603767.4328","62964386962.2633","66488492250.4085","66485947707.6745","68207472149.5862","71485372965.7042","68080080807.2927","75097250257.6633","85870882364.4594","96558895816.3084","108191354071.894","125675126893.629","154406944830.225","170142476905.185","190555001600.09","224414154173.041","238546759250.701","240283469404.213","242372444606.342","237478131652.885","241456498470.008","235359077040.685","","",
"Montenegro","MNE","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215903759.120717","291946981.909368","319383322.315611","457063213.841457","545366277.626024","675811466.235543","520102872.914314","731806734.191076","1009957521.60539","909252570.158377","914488741.721854","955871559.633028","862302454.066555","869499468.932554","888808544.513732","777992680.492403","857842920.353982","892676357.899482","1021038715.76959","",
"Mongolia","MNG","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","574600000","577200000","583600000","468750000","507625000","757500000","794566666.666667","824866633.333333","830500000","623640000","500357894.736842","208823943.661972","149011137.360783","233003004.458228","161232919.462339","169515119.355656","144249927.214269","175413934.093322","154741806.182403","174027310.501146","212913413.668155","225161573.149699","227210700.891378","288206665.429266","306321632.243424","398873955.581219","553563970.650054","823363336.31325","646967089.397306","912210490.852238","1275745431.23049","1662819975.54472","1693192027.96721","1591526652.85139","1589657959.72531","1637030096.98355","1455319365.59617","1509571433.84663","",
"Northern Mariana Islands","MNP","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","428641975.308642","496328611.898017","511296296.296296","672278606.965174","509716981.132075","575754629.629629","694163366.336634","260681114.551084","248587495.234464","302859444.220701","339575933.699279","485560571.725824","425746983.571545","499684197.797735","689925237.0906","358338814.323492","426981855.269345","574200479.121311","740333679.27659","913347476.347269","810310702.318141","902517560.630644","849145162.245059","977212737.905842","1289008865.38876","1399847661.283","1436723474.44376","1571737176.28085","1947599962.80956","1973205103.51293","1888426717.12539","2619314546.09256","3181977033.62352","3823429833.89306","4420410263.70935","3946897861.56443","3085940597.4353","3226471098.21135","4234067012.79584","",
"Mauritania","MRT","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","57684228.6494403","57684228.6494403","52005321.0559471","49164051.3754332","53167890.4769972","52830076.0326888","59147826.934145","91464050.1260479","111780396.92492","128822256.486953","167404348.06817","298529314.427105","348128641.655205","338401893.311671","342809986.381217","321177143.840345","290001049.780726","240544758.273259","260161578.641057","223357611.596892","198521114.354284","189549579.831933","222270953.717127","232275644.160041","247950063.21417","264517610.936744","238785880.423402","186654716.352396","150311242.819065","152025085.980174","150965569.323716","159702890.20711","151172186.25908","249052020.416393","263479638.114875","261416744.20201","259172787.44869","343434689.008685","449085675.018059","487602860","550626807.010778","656749813.849591","844502056.756979","891645917.583845","789908593.269397","862363806.38941","935948605.212046","1036184343.60461","1088039856.06056","1152200842.34867","1092088014.98127","981956801.212358","1090634568.53586","1166419079.987","",
"Mauritius","MUS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","95188206.2411135","120775505.87986","151379942.563237","159953076.203611","159285816.535013","159122699.04325","149367670.728903","145734738.856333","132968123.881365","124008418.326048","153567397.374205","220139460.483608","271177359.2207","267413343.125811","359740303.42786","388984539.013436","429215932.45605","457468257.026292","519853694.795216","572711847.834214","634438692.674991","589590754.750134","573228540.347689","618126086.921996","664605271.766427","642491543.114572","685536225.183139","818941258.556626","934330896.80208","942339097.848384","992743179.187652","1013518044.81744","1245255300.00562","1270940368.83835","1382355998.49274","1550790775.44764","1558668885.19135","1771515305.49095","1897810695.71806","1746057101.78083","1889234959.30156","2010272204.72487","2172249988.21255","",
"Malawi","MWI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","28139437.2112558","30099398.0120398","33599328.0134397","35419291.6141677","32199356.0128797","36259274.8145037","42699146.0170797","45981772.9908865","42601704.0681627","43921756.8702748","47521900.876035","54158141.77398","56387225.5489022","59440986.2077383","78102710.4136947","86478351.4702477","94523548.7404162","109203677.040647","159061277.705345","200758966.825805","238763699.051841","221154920.138501","206537186.167693","200800136.193395","189613697.467101","200104705.950788","233087958.734082","226015303.119482","216803966.735642","259757202.391738","283227674.154421","264616701.744373","253455166.097744","269805578.268375","372911038.871847","292772299.901202","318910330.861939","466605417.107552","257049384.186118","238790274.473157","254165567.195913","271359028.661737","367304981.658327","301563729.378864","328128977.54924","394392286.892666","455539054.579141","487355169.755347","703863666.866634","987256219.411208","990457151.362878","1072863391.16573","867192122.630527","903289257.652083","758262167.336086","885844472.982499","738203483.819751","861910181.473354","","",
"Malaysia","MYS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","257835195.348229","281011400.757873","302256239.383248","348608650.202535","406871030.968248","454189076.179276","515670358.029531","529189794.851692","541743597.282112","567173036.717627","649577289.951653","737344166.693969","1007181763.37069","1245379896.04224","1515047816.87508","1694535809.46036","1755111268.49229","2270369154.51184","2591075690.84629","2915509413.26997","3988302448.43585","4458370036.02274","4839111629.69941","4675785680.43769","4936543394.77727","4700272573.4998","4629130549.31433","4786474162.56549","5020620245.91416","5462935654.16421","6072682908.79515","6729706139.07477","7697805002.55232","8449555184.33627","9134659350.70873","10975677830.941","11200413387.3917","10767620129.1788","7050040766.40848","8695789473.68421","9533947368.42105","11170526315.7895","13067368421.0526","14291052631.5789","15693421052.6316","16468537931.3987","18168856659.9422","22387421456.8303","26554717369.1468","26391521464.0375","32084070659.0916","39540196078.4314","43525641025.641","44338760354.1845","45059427419.1084","39006017155.2938","37341879576.0396","38291655364.3914","42250186290.7761","",
"North America","NAC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","91397156224.7213","96665933465.9111","105243377933.963","110927918995.286","117238436216.482","125957536583.917","143424179022.236","162548171925.246","181312417106.543","196456518401.65","211519312783.214","230269219318.845","249682851480.287","266314808668.208","298967371159.968","336007250118.812","360617711374.953","389402493905.776","419421043917.516","457019224382.318","512854412514.238","572975484091.971","626932872637.099","673093448188.588","713553067922.305","771639258618.635","821977412278.322","870310484405.887","928330013513.188","1002945850457.19","1083343415750.03","1152323245833.38","1194048756187.22","1211728771184.74","1240004702239.82","1273379914320.93","1304210609994.84","1350983444859.15","1393802950474.97","1483414886969.41","1580784324883.06","1682083530071.45","1796044212105.08","1925761283792.41","2052679453616.75","2187163859129.4","2328004519603.54","2482345966793.7","2659458913087.18","2733380670723.12","2858365216872.44","2891857974589.19","2901874246980.6","2915168410984.66","2932003916938.05","2938514589451.87","2981916823877.28","3073317052645.06","","",
"Namibia","NAM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","343706728.299949","466322128.532361","457513630.502855","510098644.645902","435341015.386701","353050747.072284","416919256.017505","566659774.066798","583569562.348801","557207953.635566","654822208.479883","759733169.159454","915077138.84993","838044190.103131","858357609.552777","987956356.317719","988029446.654107","1024993858.50694","937925691.442216","957689876.421966","918686028.415805","809609580.448822","722268359.786352","1094971208.37575","1345764555.62952","1400311355.02335","1554456176.62261","2085736239.2483","1849796639.71336","2117728123.48797","2883062407.802","2877663246.61553","3250238781.9732","3305184286.025","3355355266.4314","2985574721.12033","2746393474.90958","3204520791.39406","3412596552.81874","",
